OrderDate,Region,Category,SubCategory,Segment,Quantity,Sales,Profit,Discount,Month,ProfitMargin
2024-03-20,North America,Technology,Copiers,Home Office,3,1126.85,-403.67,0.4,2024-03-01,-0.35822869059768386
2023-06-20,Europe,Furniture,Furnishings,Home Office,4,22.0,5.97,0.0,2023-06-01,0.27136363636363636
2024-01-02,Asia Pacific,Furniture,Chairs,Corporate,1,343.55,0.13,0.1,2024-01-01,0.0003784019793334304
2024-11-09,Asia Pacific,Office Supplies,Art,Consumer,1,46.82,-9.14,0.4,2024-11-01,-0.19521571977787272
2023-03-13,Latin America,Office Supplies,Binders,Home Office,1,27.48,-2.62,0.3,2023-03-01,-0.09534206695778748
2023-03-11,Middle East & Africa,Furniture,Bookcases,Consumer,1,170.45,54.55,0.0,2023-03-01,0.3200352009386917
2024-07-05,North America,Office Supplies,Art,Home Office,3,84.67,27.08,0.0,2024-07-01,0.3198299279555923
2023-07-03,North America,Technology,Accessories,Consumer,2,749.65,33.18,0.15,2023-07-01,0.044260654972320415
2024-02-01,North America,Office Supplies,Paper,Consumer,2,58.56,27.22,0.0,2024-02-01,0.4648224043715847
2023-08-12,Asia Pacific,Furniture,Tables,Consumer,5,1463.79,281.02,0.0,2023-08-01,0.19198109018370121
2023-01-05,Europe,Office Supplies,Paper,Consumer,3,87.78,27.39,0.0,2023-01-01,0.31203007518796994
2023-03-13,Middle East & Africa,Furniture,Furnishings,Corporate,3,827.32,-86.52,0.2,2023-03-01,-0.10457863946236039
2023-07-17,Middle East & Africa,Furniture,Furnishings,Consumer,3,897.72,247.89,0.0,2023-07-01,0.2761328699371742
2023-05-19,Europe,Technology,Phones,Consumer,1,616.37,159.94,0.0,2023-05-01,0.25948699644693934
2024-06-14,North America,Office Supplies,Art,Consumer,3,151.71,27.38,0.1,2024-06-01,0.1804759079823347
2024-12-12,Europe,Technology,Machines,Consumer,3,147.68,34.87,0.0,2024-12-01,0.2361186348862405
2024-10-28,North America,Office Supplies,Art,Consumer,3,147.55,28.01,0.15,2024-10-01,0.18983395459166383
2024-01-06,North America,Office Supplies,Storage,Consumer,5,146.56,48.41,0.0,2024-01-01,0.33030840611353707
2023-02-10,North America,Technology,Accessories,Consumer,4,712.13,286.9,0.0,2023-02-01,0.40287587940404135
2024-05-10,North America,Technology,Accessories,Home Office,1,293.09,-15.34,0.15,2024-05-01,-0.05233887201883381
2023-12-24,North America,Office Supplies,Paper,Corporate,2,155.16,63.08,0.0,2023-12-01,0.4065480794019077
2024-03-18,North America,Furniture,Tables,Consumer,2,509.89,111.3,0.0,2024-03-01,0.2182823746298221
2023-11-02,Europe,Office Supplies,Paper,Consumer,3,101.41,19.38,0.15,2023-11-01,0.1911054136672912
2023-09-14,Europe,Office Supplies,Art,Consumer,3,124.35,8.28,0.2,2023-09-01,0.06658624849215923
2023-05-05,Asia Pacific,Technology,Machines,Consumer,1,129.05,-68.03,0.5,2023-05-01,-0.527160015497869
2023-01-27,Asia Pacific,Furniture,Chairs,Corporate,2,722.8,-101.13,0.2,2023-01-01,-0.1399142224681793
2024-07-03,Europe,Furniture,Tables,Consumer,3,966.31,215.62,0.0,2024-07-01,0.22313750245780342
2023-05-16,Latin America,Office Supplies,Paper,Consumer,3,86.02,32.57,0.0,2023-05-01,0.37863287607533136
2023-02-06,Europe,Office Supplies,Binders,Consumer,4,127.56,-35.58,0.4,2023-02-01,-0.27892756349952963
2023-12-30,Latin America,Furniture,Furnishings,Corporate,4,1587.76,87.73,0.1,2023-12-01,0.055253942661359405
2023-05-02,North America,Office Supplies,Art,Corporate,1,26.0,1.09,0.2,2023-05-01,0.041923076923076924
2024-01-07,North America,Technology,Accessories,Consumer,1,409.83,113.37,0.0,2024-01-01,0.27662689407803237
2023-03-30,Asia Pacific,Office Supplies,Storage,Consumer,1,58.22,23.88,0.0,2023-03-01,0.41016832703538303
2024-11-04,North America,Technology,Phones,Home Office,2,773.84,189.6,0.0,2024-11-01,0.24501188876253488
2023-08-13,Latin America,Office Supplies,Binders,Corporate,3,142.06,34.95,0.15,2023-08-01,0.24602280726453613
2024-03-06,North America,Technology,Accessories,Corporate,3,1091.4,393.5,0.0,2024-03-01,0.36054608759391604
2024-09-27,North America,Furniture,Bookcases,Consumer,3,795.41,167.82,0.0,2024-09-01,0.21098552947536492
2023-08-13,Europe,Office Supplies,Storage,Corporate,2,81.3,22.28,0.1,2023-08-01,0.2740467404674047
2023-08-07,Latin America,Technology,Accessories,Consumer,2,897.48,-426.67,0.5,2023-08-01,-0.47540892276151003
2023-01-14,Asia Pacific,Furniture,Chairs,Corporate,2,374.79,-35.74,0.2,2023-01-01,-0.09536006830491742
2024-11-08,Asia Pacific,Technology,Accessories,Home Office,3,1740.32,642.69,0.0,2024-11-01,0.3692941527994852
2024-07-02,Europe,Furniture,Bookcases,Consumer,5,930.58,202.91,0.0,2024-07-01,0.2180468095166455
2024-06-03,North America,Office Supplies,Art,Home Office,1,22.54,9.12,0.0,2024-06-01,0.4046140195208518
2024-05-22,Asia Pacific,Furniture,Chairs,Consumer,4,622.86,8.57,0.15,2024-05-01,0.01375911119673763
2023-06-25,Europe,Office Supplies,Paper,Corporate,3,173.91,-38.06,0.3,2023-06-01,-0.21884882985452248
2024-08-27,Europe,Furniture,Chairs,Consumer,4,1185.67,-133.17,0.15,2024-08-01,-0.11231624313679184
2024-03-25,North America,Furniture,Furnishings,Consumer,4,966.07,-622.06,0.5,2024-03-01,-0.6439077913608744
2023-03-31,Asia Pacific,Office Supplies,Binders,Corporate,3,166.41,67.05,0.0,2023-03-01,0.40292049756625203
2023-03-12,Latin America,Office Supplies,Storage,Corporate,1,46.25,20.36,0.0,2023-03-01,0.4402162162162162
2024-11-24,Asia Pacific,Furniture,Tables,Home Office,1,298.12,58.28,0.0,2024-11-01,0.19549174828927948
2024-02-02,North America,Office Supplies,Art,Consumer,2,108.39,30.84,0.1,2024-02-01,0.284528092997509
2023-10-21,Latin America,Furniture,Chairs,Consumer,3,860.43,-29.61,0.15,2023-10-01,-0.03441302604511698
2024-08-27,Europe,Office Supplies,Paper,Consumer,4,223.85,58.39,0.0,2024-08-01,0.26084431538976993
2023-01-30,Latin America,Office Supplies,Binders,Consumer,4,109.48,43.03,0.0,2023-01-01,0.39303982462550235
2024-02-22,North America,Technology,Phones,Home Office,4,1704.23,569.17,0.0,2024-02-01,0.33397487428340067
2023-09-08,Europe,Furniture,Furnishings,Corporate,1,234.57,69.22,0.0,2023-09-01,0.2950931491665601
2023-10-13,Asia Pacific,Technology,Accessories,Corporate,3,667.11,178.45,0.0,2023-10-01,0.2674971144189114
2024-06-29,Europe,Technology,Machines,Corporate,1,360.97,81.79,0.1,2024-06-01,0.22658392664210322
2023-09-12,North America,Office Supplies,Binders,Consumer,4,98.36,36.81,0.0,2023-09-01,0.37423749491663283
2024-09-04,Latin America,Technology,Phones,Consumer,1,376.99,2.38,0.15,2024-09-01,0.006313164805432504
2024-10-13,Asia Pacific,Office Supplies,Storage,Corporate,2,34.17,6.7,0.15,2024-10-01,0.19607843137254902
2024-05-05,Middle East & Africa,Furniture,Furnishings,Consumer,3,509.29,19.3,0.1,2024-05-01,0.03789589428419957
2023-12-19,Asia Pacific,Office Supplies,Paper,Corporate,4,247.19,4.13,0.2,2023-12-01,0.016707795622800274
2024-07-22,North America,Office Supplies,Binders,Home Office,2,59.34,8.0,0.1,2024-07-01,0.13481631277384562
2023-01-11,Latin America,Office Supplies,Storage,Corporate,2,94.34,-3.12,0.2,2023-01-01,-0.03307186771252915
2023-09-28,Europe,Furniture,Bookcases,Consumer,4,1633.17,-687.3,0.4,2023-09-01,-0.4208380021675637
2024-12-21,North America,Office Supplies,Binders,Corporate,3,154.45,1.67,0.2,2024-12-01,0.010812560699255423
2023-05-17,North America,Technology,Machines,Home Office,3,752.32,226.42,0.0,2023-05-01,0.3009623564440663
2024-05-11,North America,Technology,Machines,Home Office,4,1235.33,354.61,0.0,2024-05-01,0.2870568997757684
2024-04-26,Europe,Office Supplies,Art,Consumer,2,28.41,9.01,0.0,2024-04-01,0.31714185146075324
2023-08-20,North America,Furniture,Furnishings,Corporate,1,208.28,19.39,0.1,2023-08-01,0.09309583253312849
2024-07-17,Middle East & Africa,Furniture,Bookcases,Home Office,3,554.48,-23.06,0.1,2024-07-01,-0.041588515365748084
2024-03-26,Asia Pacific,Furniture,Bookcases,Home Office,1,269.03,57.84,0.0,2024-03-01,0.21499461026651306
2024-08-12,Europe,Office Supplies,Storage,Consumer,2,102.83,43.01,0.0,2024-08-01,0.4182631527764271
2024-11-16,Europe,Office Supplies,Paper,Corporate,1,45.82,7.68,0.15,2024-11-01,0.16761239633347882
2023-06-24,Europe,Furniture,Tables,Corporate,4,1660.57,174.8,0.1,2023-06-01,0.10526505958797282
2023-08-25,North America,Furniture,Tables,Corporate,4,1027.66,62.22,0.1,2023-08-01,0.060545316544382374
2023-12-14,Europe,Office Supplies,Art,Corporate,5,260.25,40.25,0.2,2023-12-01,0.15465898174831894
2024-06-11,North America,Office Supplies,Binders,Consumer,2,123.37,48.39,0.0,2024-06-01,0.3922347410229391
2024-04-10,Asia Pacific,Furniture,Furnishings,Consumer,1,108.08,27.19,0.0,2024-04-01,0.25157290895632867
2024-02-20,Europe,Technology,Copiers,Consumer,2,516.95,186.64,0.0,2024-02-01,0.36104071960537765
2024-08-10,Asia Pacific,Office Supplies,Binders,Home Office,2,21.13,2.56,0.15,2024-08-01,0.12115475627070517
2023-04-09,North America,Technology,Machines,Home Office,3,1088.87,-322.18,0.4,2023-04-01,-0.2958847245309358
2024-03-03,Asia Pacific,Office Supplies,Art,Corporate,1,46.57,19.19,0.0,2024-03-01,0.4120678548421731
2024-03-06,Latin America,Office Supplies,Paper,Corporate,1,26.51,11.89,0.0,2024-03-01,0.44850999622783855
2023-10-04,Asia Pacific,Technology,Phones,Corporate,3,1467.59,-219.39,0.3,2023-10-01,-0.1494899801715738
2024-11-05,Asia Pacific,Technology,Copiers,Home Office,3,2019.03,-42.67,0.15,2024-11-01,-0.021133910838372884
2024-10-27,Europe,Office Supplies,Art,Consumer,2,119.52,46.64,0.0,2024-10-01,0.39022757697456495
2024-02-18,Europe,Technology,Phones,Home Office,4,665.82,200.54,0.0,2024-02-01,0.3011925144934066
2024-02-19,Europe,Office Supplies,Paper,Corporate,2,84.35,12.05,0.2,2024-02-01,0.14285714285714288
2023-02-18,Latin America,Technology,Machines,Consumer,2,576.1,53.76,0.15,2023-02-01,0.09331713244228432
2024-06-26,North America,Office Supplies,Storage,Home Office,2,81.55,-29.33,0.5,2024-06-01,-0.35965665236051503
2024-02-02,Europe,Technology,Phones,Corporate,3,878.86,-94.78,0.2,2024-02-01,-0.10784425278201307
2023-01-16,Latin America,Furniture,Tables,Consumer,3,1378.08,172.41,0.0,2023-01-01,0.12510884709160572
2023-01-22,North America,Office Supplies,Art,Home Office,3,78.88,19.13,0.1,2023-01-01,0.24252028397565922
2023-07-03,Europe,Furniture,Tables,Corporate,2,572.87,118.26,0.0,2023-07-01,0.2064342695550474
2024-10-19,North America,Office Supplies,Binders,Consumer,2,93.59,37.27,0.0,2024-10-01,0.398226306229298
2023-07-07,Asia Pacific,Furniture,Bookcases,Home Office,4,1014.69,188.22,0.0,2023-07-01,0.1854950773142536
2023-05-10,North America,Office Supplies,Binders,Consumer,4,51.46,0.43,0.2,2023-05-01,0.008356004663816556
2024-02-19,Latin America,Technology,Copiers,Corporate,3,960.34,-22.18,0.15,2024-02-01,-0.023095986837994877
2024-03-24,North America,Furniture,Chairs,Home Office,3,682.63,-165.93,0.2,2024-03-01,-0.24307457920103132
2023-07-27,Latin America,Technology,Phones,Consumer,2,494.84,51.16,0.1,2023-07-01,0.10338695335866138
2023-03-16,North America,Furniture,Tables,Consumer,3,1088.61,249.27,0.0,2023-03-01,0.22898007550913554
2023-06-24,Europe,Technology,Accessories,Consumer,5,1138.86,-51.36,0.15,2023-06-01,-0.045097729308255625
2024-08-13,Asia Pacific,Office Supplies,Art,Consumer,1,33.95,-11.9,0.5,2024-08-01,-0.35051546391752575
2024-03-21,Asia Pacific,Furniture,Chairs,Consumer,4,1406.03,276.29,0.0,2024-03-01,0.1965036307902392
2023-01-16,Latin America,Technology,Phones,Consumer,2,329.33,103.39,0.0,2023-01-01,0.3139404244982237
2023-07-06,Middle East & Africa,Office Supplies,Paper,Corporate,4,123.23,-55.04,0.5,2023-07-01,-0.4466444859206362
2023-02-11,North America,Technology,Machines,Corporate,5,2008.26,619.32,0.0,2023-02-01,0.3083863643153775
2024-07-08,Asia Pacific,Office Supplies,Storage,Consumer,6,305.91,25.47,0.2,2024-07-01,0.0832597822889085
2024-02-02,North America,Furniture,Tables,Corporate,4,909.49,-17.7,0.15,2024-02-01,-0.01946145642063134
2024-03-31,Europe,Technology,Machines,Consumer,2,538.58,40.4,0.15,2024-03-01,0.07501206877344126
2023-05-27,Europe,Office Supplies,Storage,Corporate,3,92.97,39.84,0.0,2023-05-01,0.4285253307518555
2024-09-08,Europe,Technology,Machines,Consumer,5,626.15,119.72,0.0,2024-09-01,0.19120019164736884
2024-10-05,North America,Office Supplies,Binders,Corporate,3,97.52,40.86,0.0,2024-10-01,0.4189909762100082
2023-08-14,Europe,Furniture,Tables,Consumer,4,639.08,136.88,0.0,2023-08-01,0.21418288790135817
2024-10-07,Asia Pacific,Office Supplies,Art,Home Office,1,53.73,17.74,0.0,2024-10-01,0.3301693653452447
2024-02-16,Europe,Technology,Machines,Consumer,4,1260.1,195.07,0.1,2024-02-01,0.1548051741925244
2024-03-09,Middle East & Africa,Office Supplies,Binders,Corporate,2,61.21,11.56,0.15,2024-03-01,0.18885802973370364
2023-08-30,North America,Technology,Phones,Consumer,1,589.53,157.0,0.0,2023-08-01,0.26631384323104845
2023-03-30,North America,Office Supplies,Storage,Corporate,1,80.97,6.25,0.15,2023-03-01,0.07718908237618871
2024-02-27,Asia Pacific,Technology,Phones,Corporate,1,237.71,39.28,0.0,2024-02-01,0.16524336376256785
2024-04-24,Middle East & Africa,Furniture,Chairs,Corporate,1,284.69,75.35,0.0,2024-04-01,0.264673855772946
2024-01-29,Middle East & Africa,Technology,Copiers,Consumer,3,1142.68,-270.38,0.3,2024-01-01,-0.2366191759722757
2023-05-24,North America,Furniture,Tables,Consumer,2,360.91,-173.42,0.4,2023-05-01,-0.4805076057742927
2024-06-27,North America,Office Supplies,Storage,Consumer,2,44.68,15.78,0.0,2024-06-01,0.3531781557743957
2023-05-27,North America,Technology,Accessories,Consumer,1,442.16,50.58,0.15,2023-05-01,0.1143929799167722
2024-03-23,Asia Pacific,Office Supplies,Art,Consumer,5,328.17,139.67,0.0,2024-03-01,0.42560258402657153
2024-12-05,North America,Office Supplies,Storage,Corporate,1,75.1,17.56,0.1,2024-12-01,0.23382157123834887
2023-02-06,Asia Pacific,Furniture,Tables,Home Office,4,1106.33,-85.16,0.1,2023-02-01,-0.07697522439055254
2023-07-25,North America,Technology,Accessories,Corporate,5,2947.62,15.71,0.15,2023-07-01,0.00532972364144632
2023-08-21,Asia Pacific,Technology,Copiers,Consumer,4,2142.05,637.78,0.0,2023-08-01,0.29774281646086687
2023-11-15,Europe,Technology,Phones,Consumer,1,653.45,175.92,0.0,2023-11-01,0.2692172316168031
2024-09-13,Asia Pacific,Office Supplies,Art,Corporate,1,40.4,18.2,0.0,2024-09-01,0.4504950495049505
2023-04-05,Asia Pacific,Furniture,Bookcases,Consumer,2,472.36,-120.0,0.3,2023-04-01,-0.2540435261241426
2023-11-22,Asia Pacific,Technology,Machines,Consumer,2,866.68,221.45,0.0,2023-11-01,0.255515299764619
2023-12-23,Asia Pacific,Technology,Phones,Corporate,2,1183.2,320.77,0.0,2023-12-01,0.271103786342123
2023-06-18,Europe,Office Supplies,Storage,Home Office,6,219.15,70.02,0.0,2023-06-01,0.3195071868583162
2023-04-15,Europe,Furniture,Bookcases,Home Office,4,1637.5,-185.48,0.2,2023-04-01,-0.11327022900763359
2024-04-25,Asia Pacific,Office Supplies,Paper,Consumer,4,285.57,33.97,0.15,2024-04-01,0.11895507231151732
2024-08-21,North America,Furniture,Furnishings,Consumer,4,1098.55,-139.04,0.2,2024-08-01,-0.12656683810477448
2023-05-11,Middle East & Africa,Office Supplies,Art,Consumer,1,37.61,13.27,0.0,2023-05-01,0.35283169369848444
2024-11-16,North America,Technology,Copiers,Corporate,2,1322.57,367.48,0.0,2024-11-01,0.2778529680848651
2023-11-17,Middle East & Africa,Office Supplies,Binders,Consumer,1,56.54,21.15,0.0,2023-11-01,0.3740714538379908
2023-04-21,Asia Pacific,Office Supplies,Binders,Consumer,3,141.96,64.05,0.0,2023-04-01,0.4511834319526627
2023-02-15,North America,Office Supplies,Binders,Consumer,2,39.46,14.06,0.0,2023-02-01,0.35631018753167765
2024-01-30,North America,Technology,Phones,Corporate,6,2361.7,47.72,0.15,2024-01-01,0.02020578396917475
2023-01-12,North America,Technology,Machines,Consumer,4,1593.84,93.3,0.15,2023-01-01,0.05853787080258997
2023-04-19,North America,Furniture,Furnishings,Corporate,1,341.7,56.23,0.0,2023-04-01,0.16455955516534973
2023-02-03,North America,Technology,Phones,Consumer,1,212.86,65.66,0.0,2023-02-01,0.30846565817908483
2023-02-26,Asia Pacific,Furniture,Bookcases,Consumer,5,571.89,-350.47,0.5,2023-02-01,-0.612827641679344
2023-05-08,Middle East & Africa,Technology,Accessories,Consumer,4,2080.01,545.45,0.0,2023-05-01,0.2622343161811722
2024-04-01,North America,Office Supplies,Art,Consumer,3,167.2,29.93,0.15,2024-04-01,0.17900717703349284
2023-04-16,North America,Furniture,Chairs,Consumer,1,138.62,9.6,0.1,2023-04-01,0.06925407589092483
2023-07-07,North America,Furniture,Bookcases,Home Office,2,601.15,-145.19,0.3,2023-07-01,-0.24152041919653996
2024-01-19,Europe,Furniture,Furnishings,Consumer,2,303.14,82.84,0.0,2024-01-01,0.2732730751467969
2024-12-10,Asia Pacific,Furniture,Furnishings,Corporate,1,333.63,66.76,0.0,2024-12-01,0.20010190930072239
2024-09-02,Latin America,Technology,Machines,Corporate,3,1219.85,49.92,0.15,2024-09-01,0.04092306431118581
2023-08-04,Europe,Office Supplies,Storage,Consumer,2,39.2,14.8,0.0,2023-08-01,0.37755102040816324
2023-11-24,North America,Office Supplies,Art,Consumer,3,115.22,-16.81,0.3,2023-11-01,-0.1458948099288318
2023-04-07,Europe,Office Supplies,Binders,Corporate,3,143.47,-31.11,0.4,2023-04-01,-0.2168397574405799
2023-10-30,Europe,Furniture,Tables,Corporate,1,184.88,17.47,0.1,2023-10-01,0.09449372565988749
2023-01-04,Asia Pacific,Furniture,Chairs,Consumer,1,125.57,28.17,0.0,2023-01-01,0.2243370231743251
2023-09-09,North America,Technology,Copiers,Corporate,2,1009.35,-8.76,0.15,2023-09-01,-0.008678852727002527
2023-05-12,Europe,Office Supplies,Paper,Consumer,2,93.43,40.27,0.0,2023-05-01,0.431017874344429
2023-04-28,Asia Pacific,Office Supplies,Binders,Consumer,1,54.24,17.04,0.0,2023-04-01,0.3141592920353982
2024-06-16,Europe,Office Supplies,Storage,Home Office,3,55.24,21.7,0.0,2024-06-01,0.392831281679942
2023-04-10,North America,Office Supplies,Art,Home Office,1,48.62,17.38,0.0,2023-04-01,0.3574660633484163
2023-12-11,North America,Technology,Accessories,Home Office,3,2287.86,698.84,0.0,2023-12-01,0.30545575341148495
2023-05-21,North America,Furniture,Bookcases,Consumer,3,857.6,-53.33,0.15,2023-05-01,-0.06218516791044776
2024-02-07,Latin America,Office Supplies,Storage,Home Office,2,31.34,-8.73,0.4,2024-02-01,-0.27855775366943203
2024-05-21,North America,Office Supplies,Binders,Consumer,2,83.01,32.92,0.0,2024-05-01,0.39657872545476447
2023-05-18,Latin America,Furniture,Tables,Consumer,2,431.86,-19.83,0.2,2023-05-01,-0.04591765850043995
2024-10-07,Europe,Furniture,Furnishings,Consumer,1,334.1,60.7,0.0,2024-10-01,0.1816821310984735
2024-02-17,Europe,Technology,Accessories,Corporate,4,909.51,29.16,0.1,2024-02-01,0.03206121977768249
2023-04-02,Europe,Technology,Machines,Corporate,3,900.18,-224.28,0.3,2023-04-01,-0.2491501699660068
2024-09-26,North America,Office Supplies,Art,Consumer,3,143.11,61.1,0.0,2024-09-01,0.4269443085738243
2023-01-25,Latin America,Technology,Machines,Corporate,4,968.48,72.34,0.1,2023-01-01,0.07469436642986949
2024-01-17,North America,Furniture,Tables,Corporate,4,922.17,33.9,0.15,2024-01-01,0.036761117798236764
2024-09-14,North America,Technology,Phones,Corporate,4,1974.11,255.18,0.1,2024-09-01,0.12926331359448057
2023-02-06,Latin America,Office Supplies,Art,Consumer,2,21.81,3.11,0.15,2023-02-01,0.1425951398441082
2024-01-30,North America,Office Supplies,Storage,Consumer,1,35.13,16.31,0.0,2024-01-01,0.46427554796470244
2023-07-27,Europe,Office Supplies,Art,Consumer,3,156.92,60.14,0.0,2023-07-01,0.3832526127963294
2024-05-20,Latin America,Office Supplies,Art,Corporate,1,30.83,5.21,0.1,2024-05-01,0.16899124229646448
2023-11-21,North America,Office Supplies,Paper,Consumer,1,67.86,25.89,0.0,2023-11-01,0.38152077807250223
2023-04-19,Asia Pacific,Technology,Machines,Consumer,1,180.78,18.0,0.1,2023-04-01,0.09956853634251576
2023-01-22,Middle East & Africa,Technology,Phones,Home Office,2,795.48,26.98,0.2,2023-01-01,0.03391662895358777
2023-12-11,North America,Office Supplies,Art,Corporate,2,53.1,17.33,0.0,2023-12-01,0.3263653483992467
2024-08-03,Europe,Office Supplies,Art,Corporate,3,82.04,23.55,0.0,2024-08-01,0.28705509507557286
